Time(s),HeartRate(1/min),CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),TotalMetabolicRate(kcal/day),CoreTemperature(degC),SkinTemperature(degC),RespirationRate(1/min),AchievedExerciseLevel,FatigueLevel,TotalMetabolicRate(W),TotalWorkRateLevel
187.02,166.666667,7394.184219,101.045302,113.782315,88.062504,6900.546379,37.220329,33.237376,21.897810,0.764648,0.058626,334.165348,0.191162
188.02,166.666667,7394.448866,101.053805,113.782453,88.077330,6900.546379,37.221320,33.237354,21.897810,0.776578,0.055490,334.165348,0.194145
189.02,166.666667,7393.355709,101.058313,113.780520,88.087587,6900.546379,37.222311,33.237323,21.897810,0.770952,0.058966,334.165348,0.192738
190.02,166.666667,7392.086610,101.054121,113.777551,88.081822,6900.546379,37.223302,33.237284,21.897810,0.771033,0.056491,334.165348,0.192758
191.02,166.666667,7392.158659,101.066147,113.777134,88.103630,6900.546379,37.224293,33.237235,21.897810,0.777067,0.056317,334.165348,0.194267
192.02,166.666667,7390.475059,101.064722,113.773873,88.103691,6900.546379,37.225284,33.237179,21.897810,0.767695,0.059625,334.165348,0.191924
193.02,166.666667,7389.638032,101.064152,113.772083,88.103403,6900.546379,37.226275,33.237113,21.897810,0.773072,0.055382,334.165348,0.193268
194.02,176.470588,7686.230358,102.574709,114.592155,90.265512,6900.546379,37.227265,33.237047,21.897810,0.777396,0.055658,334.165348,0.194349
195.02,166.666667,7274.772623,101.167060,113.855719,88.062201,6900.546379,37.228252,33.237003,21.897810,0.769495,0.058900,334.165348,0.192374
196.02,166.666667,7323.648893,100.645510,113.276274,87.824368,6900.546379,37.229243,33.236916,21.897810,0.771589,0.055444,334.165348,0.192897
197.02,166.666667,7337.319072,100.557647,113.175054,87.676154,6900.546379,37.230235,33.236805,21.897810,0.776264,0.057209,334.165348,0.194066
198.02,166.666667,7346.590453,100.634469,113.265619,87.726536,6900.546379,37.231227,33.236684,21.897810,0.766486,0.060301,334.165348,0.191622
199.02,166.666667,7353.416302,100.715834,113.347434,87.804620,6900.546379,37.232219,33.236556,21.897810,0.773028,0.055518,334.165348,0.193257
200.02,176.470588,7562.583149,102.540226,114.496363,90.205014,6900.546379,37.233207,33.236464,21.897810,0.777858,0.055254,334.165348,0.194464
201.02,166.666667,7214.456585,100.677857,113.270940,87.671538,6900.546379,37.234195,33.236360,21.897810,0.770988,0.059014,334.165348,0.192747
202.02,176.470588,7574.457307,101.615498,113.474532,89.481008,6900.546379,37.235187,33.236208,21.897810,0.765004,0.058393,334.165348,0.191251
203.02,166.666667,7079.232122,101.152950,113.745691,88.007709,6900.546379,37.236176,33.236073,21.897810,0.774503,0.055655,334.165348,0.193626
204.02,166.666667,7252.071260,99.942447,112.444227,87.202242,6900.546379,37.237168,33.235902,21.897810,0.774058,0.059353,334.165348,0.193514
205.02,176.470588,7575.909637,101.540584,113.378503,89.434054,6900.546379,37.238162,33.235704,21.897810,0.765076,0.059618,334.165348,0.191269
206.02,176.470588,7498.911704,101.923834,113.776949,89.714605,6900.546379,37.239151,33.235545,21.897810,0.772733,0.055422,334.165348,0.193183
207.02,176.470588,7455.082910,101.750416,113.566192,89.562367,6900.546379,37.240140,33.235383,21.897810,0.776975,0.055791,334.165348,0.194244
208.02,176.470588,7420.415681,101.438534,113.203867,89.304217,6900.546379,37.241130,33.235207,21.897810,0.775467,0.057630,334.165348,0.193867
209.02,166.666667,7108.116806,99.656493,112.059333,86.865578,6900.546379,37.242120,33.235007,21.897810,0.763693,0.060948,334.165348,0.190923
210.02,166.666667,7181.489483,99.311631,111.685193,86.668209,6900.546379,37.243115,33.234759,21.897810,0.772187,0.056716,334.165348,0.193047
211.02,176.470588,7425.640361,101.248172,112.978552,89.169815,6900.546379,37.244107,33.234533,21.739130,0.776029,0.057020,334.165348,0.194007
212.02,176.470588,7398.533681,101.225936,112.943309,89.148923,6900.546379,37.245099,33.234309,21.739130,0.774191,0.058817,334.165348,0.193548
213.02,176.470588,7378.739518,101.082486,112.762871,89.025401,6900.546379,37.246090,33.234075,21.739130,0.766485,0.059989,334.165348,0.191621
214.02,176.470588,7366.701797,100.975938,112.639452,88.941387,6900.546379,37.247082,33.233828,21.739130,0.770309,0.057141,334.165348,0.192577
215.02,176.470588,7352.134339,100.842869,112.482519,88.836551,6900.546379,37.248075,33.233568,21.739130,0.774434,0.056629,334.165348,0.193608
216.02,176.470588,7341.540421,100.752421,112.364105,88.760374,6900.546379,37.249068,33.233296,21.739130,0.774824,0.058237,334.165348,0.193706
217.02,176.470588,7332.960743,100.684221,112.284008,88.712121,6900.546379,37.250061,33.233013,21.739130,0.767572,0.060469,334.165348,0.191893
218.02,176.470588,7327.330008,100.653194,112.232713,88.685089,6900.546379,37.251055,33.232719,21.739130,0.763475,0.059901,334.165348,0.190869
219.02,176.470588,7324.380175,100.641646,112.209997,88.675407,6900.546379,37.252049,33.232414,21.739130,0.771700,0.056943,334.165348,0.192925
220.02,176.470588,7320.603149,100.631453,112.194153,88.673857,6900.546379,37.253043,33.232100,21.739130,0.775171,0.057818,334.165348,0.193793
221.02,176.470588,7318.186017,100.642130,112.186973,88.678675,6900.546379,37.254037,33.231776,21.739130,0.773087,0.059888,334.165348,0.193272
222.02,176.470588,7316.309748,100.653169,112.189547,88.690236,6900.546379,37.255031,33.231443,21.739130,0.765281,0.061109,334.165348,0.191320
223.02,176.470588,7315.123195,100.662972,112.197064,88.701934,6900.546379,37.256026,33.231101,21.739130,0.769162,0.058170,334.165348,0.192291
224.02,176.470588,7313.636906,100.686413,112.202964,88.715629,6900.546379,37.257020,33.230749,21.739130,0.773408,0.057582,334.165348,0.193352
225.02,176.470588,7313.257777,100.706991,112.218975,88.736127,6900.546379,37.258014,33.230390,21.739130,0.773791,0.059101,334.165348,0.193448
226.02,176.470588,7313.704932,100.741904,112.247946,88.765553,6900.546379,37.259009,33.230021,21.739130,0.766667,0.061248,334.165348,0.191667
227.02,176.470588,7315.144810,100.782246,112.276286,88.794173,6900.546379,37.260003,33.229644,21.739130,0.762676,0.060572,334.165348,0.190669
228.02,176.470588,7317.780470,100.815491,112.313001,88.825588,6900.546379,37.260997,33.229258,21.739130,0.771037,0.057606,334.165348,0.192759
229.02,176.470588,7321.335506,100.880005,112.373646,88.876251,6900.546379,37.261992,33.228865,21.739130,0.774406,0.058433,334.165348,0.193601
230.02,176.470588,7325.884983,100.943270,112.430423,88.923506,6900.546379,37.262986,33.228465,21.739130,0.772436,0.060410,334.165348,0.193109
231.02,176.470588,7332.275546,101.017980,112.513564,88.988703,6900.546379,37.263980,33.228058,21.739130,0.764665,0.061550,334.165348,0.191166
232.02,176.470588,7335.120252,101.069327,112.558873,89.024590,6900.546379,37.264974,33.227643,21.739130,0.768792,0.058502,334.165348,0.192198
233.02,176.470588,7341.107675,101.137817,112.624922,89.076382,6900.546379,37.265967,33.227221,21.739130,0.773099,0.057930,334.165348,0.193275
234.02,176.470588,7347.975828,101.215216,112.711602,89.142005,6900.546379,37.266961,33.226793,21.739130,0.773418,0.059372,334.165348,0.193355
235.02,176.470588,7352.136350,101.281923,112.768211,89.185538,6900.546379,37.267954,33.226358,21.739130,0.766430,0.061463,334.165348,0.191608
236.02,176.470588,7359.256801,101.345385,112.840065,89.239159,6900.546379,37.268947,33.225916,21.739130,0.762450,0.060703,334.165348,0.190612
237.02,176.470588,7362.779186,101.390754,112.889094,89.275321,6900.546379,37.269939,33.225468,21.739130,0.770975,0.057702,334.165348,0.192744
238.02,176.470588,7366.023295,101.440828,112.929002,89.305182,6900.546379,37.270932,33.225012,21.739130,0.774311,0.058501,334.165348,0.193578
239.02,176.470588,7372.366669,101.490953,112.989445,89.349076,6900.546379,37.271924,33.224551,21.739130,0.772391,0.060429,334.165348,0.193098
240.02,176.470588,7374.835922,101.537113,113.032084,89.379836,6900.546379,37.272916,33.224082,21.739130,0.764602,0.061593,334.165348,0.191151
241.02,176.470588,7376.670186,101.555125,113.045023,89.389144,6900.546379,37.273908,33.223606,21.739130,0.768772,0.058520,334.165348,0.192193
242.02,176.470588,7381.731779,101.590120,113.091205,89.421847,6900.546379,37.274900,33.223123,21.739130,0.773087,0.057909,334.165348,0.193272
243.02,176.470588,7382.201466,101.616614,113.110619,89.435267,6900.546379,37.275892,33.222633,21.739130,0.773464,0.059353,334.165348,0.193366
244.02,176.470588,7384.925264,101.628969,113.122612,89.443297,6900.546379,37.276883,33.222136,21.739130,0.766482,0.061488,334.165348,0.191620
245.02,176.470588,7387.118423,101.651210,113.152273,89.463740,6900.546379,37.277874,33.221630,21.739130,0.762310,0.060789,334.165348,0.190577
246.02,176.470588,7385.877195,101.653953,113.145104,89.458217,6900.546379,37.278865,33.221118,21.739130,0.770860,0.057728,334.165348,0.192715
247.02,176.470588,7387.918356,101.655060,113.148072,89.459746,6900.546379,37.279856,33.220598,21.739130,0.774334,0.058524,334.165348,0.193583
248.02,176.470588,7388.353978,101.665755,113.162757,89.469609,6900.546379,37.280847,33.220070,21.739130,0.772400,0.060484,334.165348,0.193100
249.02,176.470588,7386.671861,101.655888,113.140534,89.453409,6900.546379,37.281838,33.219534,21.739130,0.764541,0.061742,334.165348,0.191135
250.02,176.470588,7388.176328,101.654905,113.145266,89.456591,6900.546379,37.282829,33.218990,21.739130,0.768571,0.058700,334.165348,0.192143
251.02,176.470588,7387.163619,101.657848,113.148406,89.458634,6900.546379,37.283819,33.218438,21.739130,0.772857,0.058026,334.165348,0.193214
252.02,176.470588,7385.403632,101.642055,113.121452,89.439550,6900.546379,37.284810,33.217879,21.739130,0.773358,0.059499,334.165348,0.193339
253.02,176.470588,7386.739094,101.641834,113.130421,89.446174,6900.546379,37.285800,33.217311,21.739130,0.766338,0.061675,334.165348,0.191585
254.02,176.470588,7383.314482,101.632944,113.109125,89.431493,6900.546379,37.286790,33.216735,21.739130,0.762010,0.061056,334.165348,0.190503
255.02,176.470588,7383.146779,101.621971,113.095114,89.422010,6900.546379,37.287780,33.216150,21.739130,0.770554,0.057943,334.165348,0.192639
256.02,176.470588,7384.008443,101.623161,113.104801,89.429719,6900.546379,37.288771,33.215557,21.739130,0.774129,0.058729,334.165348,0.193532
257.02,176.470588,7380.345342,101.612261,113.079403,89.412711,6900.546379,37.289761,33.214957,21.739130,0.772178,0.060729,334.165348,0.193044
258.02,176.470588,7381.269302,101.604043,113.073977,89.410155,6900.546379,37.290751,33.214348,21.739130,0.764281,0.062019,334.165348,0.191070
259.02,176.470588,7381.094677,101.607976,113.081535,89.416440,6900.546379,37.291740,33.213730,21.739130,0.768235,0.059001,334.165348,0.192059
260.02,176.470588,7377.567886,101.597031,113.055049,89.399180,6900.546379,37.292730,33.213104,21.739130,0.772507,0.058301,334.165348,0.193127
261.02,176.470588,7378.988206,101.594338,113.057582,89.402746,6900.546379,37.293720,33.212471,21.739130,0.773069,0.059771,334.165348,0.193267
262.02,176.470588,7376.932580,101.598621,113.057741,89.404690,6900.546379,37.294710,33.211829,21.739130,0.766039,0.061966,334.165348,0.191510
263.02,176.470588,7375.759794,101.587908,113.037515,89.392367,6900.546379,37.295699,33.211178,21.739130,0.761668,0.061367,334.165348,0.190417
264.02,176.470588,7377.162821,101.593284,113.049848,89.402536,6900.546379,37.296689,33.210519,21.739130,0.770226,0.058227,334.165348,0.192556
265.02,176.470588,7374.657161,101.598252,113.047377,89.402918,6900.546379,37.297678,33.209853,21.739130,0.773804,0.059014,334.165348,0.193451
266.02,176.470588,7374.431583,101.591448,113.034267,89.395870,6900.546379,37.298667,33.209178,21.739130,0.771857,0.061018,334.165348,0.192964
267.02,176.470588,7375.527767,101.605054,113.055554,89.413312,6900.546379,37.299657,33.208495,21.739130,0.763962,0.062301,334.165348,0.190990
268.02,176.470588,7372.947520,101.604874,113.044478,89.407008,6900.546379,37.300646,33.207804,21.739130,0.767899,0.059303,334.165348,0.191975
269.02,176.470588,7373.587453,101.602049,113.038623,89.405334,6900.546379,37.301635,33.207104,21.739130,0.772196,0.058585,334.165348,0.193049
270.02,176.470588,7374.216056,101.618075,113.060497,89.423307,6900.546379,37.302624,33.206398,21.739130,0.772758,0.060039,334.165348,0.193189
271.02,176.470588,7371.454252,101.614097,113.041134,89.412040,6900.546379,37.303613,33.205683,21.739130,0.765728,0.062252,334.165348,0.191432
272.02,176.470588,7373.933101,101.624177,113.059228,89.427448,6900.546379,37.304602,33.204959,21.739130,0.761368,0.061632,334.165348,0.190342
273.02,176.470588,7373.079785,101.634612,113.068805,89.435893,6900.546379,37.305590,33.204227,21.739130,0.769924,0.058490,334.165348,0.192481
274.02,176.470588,7370.910341,101.629973,113.050085,89.425099,6900.546379,37.306579,33.203488,21.739130,0.773494,0.059284,334.165348,0.193373
275.02,176.470588,7373.495253,101.643599,113.073268,89.444135,6900.546379,37.307567,33.202741,21.739130,0.771568,0.061269,334.165348,0.192892
276.02,176.470588,7370.647171,101.651037,113.070429,89.444595,6900.546379,37.308556,33.201986,21.739130,0.763659,0.062567,334.165348,0.190915
277.02,176.470588,7370.505889,101.647294,113.061169,89.439748,6900.546379,37.309544,33.201222,21.739130,0.767608,0.059564,334.165348,0.191902
278.02,176.470588,7372.960544,101.663445,113.087597,89.461078,6900.546379,37.310532,33.200450,21.739130,0.771924,0.058829,334.165348,0.192981
279.02,176.470588,7369.682596,101.667338,113.078568,89.457141,6900.546379,37.311520,33.199671,21.739130,0.772477,0.060287,334.165348,0.193119
280.02,176.470588,7371.252821,101.668922,113.080909,89.461412,6900.546379,37.312508,33.198884,21.739130,0.765456,0.062501,334.165348,0.191364
281.02,176.470588,7371.198952,101.686409,113.102065,89.478924,6900.546379,37.313496,33.198089,21.739130,0.761079,0.061878,334.165348,0.190270
282.02,176.470588,7368.711403,101.682585,113.086118,89.469262,6900.546379,37.314484,33.197286,21.739130,0.769634,0.058738,334.165348,0.192408
283.02,176.470588,7370.827568,101.686894,113.094425,89.477775,6900.546379,37.315472,33.196474,21.739130,0.773223,0.059522,334.165348,0.193306
284.02,176.470588,7369.833690,101.702222,113.110067,89.491358,6900.546379,37.316459,33.195656,21.739130,0.771313,0.061499,334.165348,0.192828
285.02,176.470588,7368.110638,101.694990,113.090606,89.480098,6900.546379,37.317447,33.194829,21.739130,0.763383,0.062821,334.165348,0.190846
286.02,176.470588,7370.184841,101.703554,113.106650,89.493234,6900.546379,37.318434,33.193993,21.739130,0.767345,0.059800,334.165348,0.191836
287.02,176.470588,7368.260582,101.715813,113.115553,89.502034,6900.546379,37.319421,33.193150,21.739130,0.771642,0.059062,334.165348,0.192910
288.02,176.470588,7367.327186,101.708588,113.098921,89.492825,6900.546379,37.320408,33.192299,21.739130,0.772213,0.060527,334.165348,0.193053
289.02,176.470588,7369.367150,101.725568,113.126363,89.514896,6900.546379,37.321396,33.191441,21.739130,0.765206,0.062732,334.165348,0.191302
290.02,176.470588,7365.484050,101.723399,113.109053,89.505117,6900.546379,37.322383,33.190574,21.739130,0.760779,0.062138,334.165348,0.190195
291.02,176.470588,7366.449814,101.721397,113.106836,89.505338,6900.546379,37.323369,33.189699,21.739130,0.769363,0.058977,334.165348,0.192341
292.02,176.470588,7367.867289,101.739044,113.133734,89.527033,6900.546379,37.324356,33.188816,21.739130,0.772968,0.059747,334.165348,0.193242
293.02,176.470588,7364.008620,101.733358,113.111831,89.514038,6900.546379,37.325343,33.187926,21.739130,0.771056,0.061738,334.165348,0.192764
294.02,176.470588,7366.494792,101.739538,113.124966,89.526085,6900.546379,37.326329,33.187027,21.739130,0.763122,0.063058,334.165348,0.190780
295.02,176.470588,7366.078271,101.751079,113.138930,89.537718,6900.546379,37.327316,33.186120,21.739130,0.767070,0.060047,334.165348,0.191767
296.02,176.470588,7362.571080,101.742812,113.114594,89.523054,6900.546379,37.328302,33.185205,21.739130,0.771357,0.059304,334.165348,0.192839
297.02,176.470588,7365.276756,101.752407,113.133360,89.539129,6900.546379,37.329289,33.184283,21.739130,0.771958,0.060756,334.165348,0.192989
298.02,176.470588,7362.278113,101.760180,113.133963,89.542145,6900.546379,37.330275,33.183353,21.739130,0.764953,0.062975,334.165348,0.191238
299.02,176.470588,7362.110224,101.753011,113.120610,89.535428,6900.546379,37.331261,33.182415,21.739130,0.760499,0.062389,334.165348,0.190125
300.02,176.470588,7363.906424,101.765051,113.141312,89.551957,6900.546379,37.332247,33.181468,21.739130,0.769103,0.059206,334.165348,0.192276
301.02,176.470588,7360.222878,101.768909,113.134529,89.549755,6900.546379,37.333233,33.180514,21.739130,0.772707,0.059980,334.165348,0.193177
302.02,176.470588,7360.935062,101.764233,113.127224,89.547387,6900.546379,37.334218,33.179552,21.739130,0.770797,0.061975,334.165348,0.192699
303.02,176.470588,7361.543032,101.782058,113.152331,89.567927,6900.546379,37.335204,33.178582,21.739130,0.762860,0.063291,334.165348,0.190715
304.02,176.470588,7358.233146,101.777290,113.134948,89.557351,6900.546379,37.336190,33.177604,21.739130,0.766780,0.060307,334.165348,0.191695
305.02,176.470588,7359.749453,101.775986,113.134649,89.560000,6900.546379,37.337175,33.176617,21.739130,0.771097,0.059537,334.165348,0.192774
306.02,176.470588,7359.394794,101.792715,113.155578,89.577573,6900.546379,37.338160,33.175624,21.739130,0.771701,0.060978,334.165348,0.192925
307.02,166.666667,6947.952400,101.133454,113.126279,89.550051,6900.546379,37.339145,33.174630,21.739130,0.764697,0.063105,334.165348,0.191174
308.02,176.470588,7359.101772,101.794937,113.154327,89.581683,6900.546379,37.340131,33.173614,21.739130,0.760238,0.062622,334.165348,0.190059
309.02,176.470588,7357.096958,101.800861,113.156372,89.584943,6900.546379,37.341116,33.172597,21.739130,0.768832,0.059432,334.165348,0.192208
310.02,166.666667,6947.560576,101.136957,113.125563,89.561996,6900.546379,37.342100,33.171576,21.739130,0.772408,0.060212,334.165348,0.193102
311.02,176.470588,7357.142217,101.804653,113.158916,89.592165,6900.546379,37.343085,33.170539,21.739130,0.770554,0.062201,334.165348,0.192639
312.02,176.470588,7353.199669,101.796872,113.138393,89.594161,6900.546379,37.344069,33.169506,21.739130,0.762748,0.063374,334.165348,0.190687
313.02,166.666667,6945.961479,101.146239,113.129955,89.573213,6900.546379,37.345055,33.168452,21.739130,0.766440,0.060612,334.165348,0.191610
314.02,176.470588,7355.024817,101.813627,113.162133,89.601890,6900.546379,37.346039,33.167393,21.739130,0.770844,0.059763,334.165348,0.192711
315.02,176.470588,7352.137830,101.798506,113.133353,89.590201,6900.546379,37.347023,33.166337,21.739130,0.771465,0.061164,334.165348,0.192866
316.02,176.470588,7353.218200,101.808635,113.146712,89.601899,6900.546379,37.348008,33.165258,21.739130,0.764429,0.063536,334.165348,0.191107
